CustomerID,CustomerName,SignupDate,TotalSpending,TransactionCount,AvgTransactionValue,Tenure,Region_Europe,Region_North America,Region_South America,Optimal_Cluster,Cluster_Description,Cluster,DBSCAN_Cluster,Hierarchical_Cluster,PCA1,PCA2
C0001,Lawrence Carroll,2022-07-10,3354.5200000000004,5,670.9040000000001,906,False,False,True,8,,0,0,2,-0.5321962784290423,-0.44479568592020907
C0001,Lawrence Carroll,2022-07-10,3354.5200000000004,5,670.9040000000001,906,False,False,True,8,,0,0,2,-0.5321962784290423,-0.44479568592020907
C0001,Lawrence Carroll,2022-07-10,3354.5200000000004,5,670.9040000000001,906,False,False,True,8,,0,0,2,-0.5321962784290423,-0.44479568592020907
C0001,Lawrence Carroll,2022-07-10,3354.5200000000004,5,670.9040000000001,906,False,False,True,8,,0,0,2,-0.5321962784290423,-0.44479568592020907
C0001,Lawrence Carroll,2022-07-10,3354.5200000000004,5,670.9040000000001,906,False,False,True,8,,0,0,2,-0.5321962784290423,-0.44479568592020907
C0002,Elizabeth Lutz,2022-02-13,1862.74,4,465.685,1053,False,False,False,8,,0,0,2,-1.7571544659412879,-1.1212506378128504
C0002,Elizabeth Lutz,2022-02-13,1862.74,4,465.685,1053,False,False,False,8,,0,0,2,-1.7571544659412879,-1.1212506378128504
C0002,Elizabeth Lutz,2022-02-13,1862.74,4,465.685,1053,False,False,False,8,,0,0,2,-1.7571544659412879,-1.1212506378128504
C0002,Elizabeth Lutz,2022-02-13,1862.74,4,465.685,1053,False,False,False,8,,0,0,2,-1.7571544659412879,-1.1212506378128504
C0003,Michael Rivera,2024-03-07,2725.38,4,681.345,300,False,False,True,5,,3,0,4,-1.1132900319683046,0.8166414424604979
C0003,Michael Rivera,2024-03-07,2725.38,4,681.345,300,False,False,True,5,,3,0,4,-1.1132900319683046,0.8166414424604979
C0003,Michael Rivera,2024-03-07,2725.38,4,681.345,300,False,False,True,5,,3,0,4,-1.1132900319683046,0.8166414424604979
C0003,Michael Rivera,2024-03-07,2725.38,4,681.345,300,False,False,True,5,,3,0,4,-1.1132900319683046,0.8166414424604979
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0004,Kathleen Rodriguez,2022-10-09,5354.88,8,669.36,815,False,False,True,7,,1,0,1,1.0224484926555244,-0.970703485783578
C0005,Laura Weber,2022-08-15,2034.24,3,678.08,870,False,False,False,8,,0,0,2,-1.5661703614123346,0.085456452828672
C0005,Laura Weber,2022-08-15,2034.24,3,678.08,870,False,False,False,8,,0,0,2,-1.5661703614123346,0.085456452828672
C0005,Laura Weber,2022-08-15,2034.24,3,678.08,870,False,False,False,8,,0,0,2,-1.5661703614123346,0.085456452828672
C0006,Brittany Palmer,2024-01-07,4227.57,4,1056.8925,360,False,False,True,4,,2,0,3,0.216933224113687,1.919076783523736
C0006,Brittany Palmer,2024-01-07,4227.57,4,1056.8925,360,False,False,True,4,,2,0,3,0.216933224113687,1.919076783523736
C0006,Brittany Palmer,2024-01-07,4227.57,4,1056.8925,360,False,False,True,4,,2,0,3,0.216933224113687,1.919076783523736
C0006,Brittany Palmer,2024-01-07,4227.57,4,1056.8925,360,False,False,True,4,,2,0,3,0.216933224113687,1.919076783523736
C0007,Paul Graves,2022-06-18,2579.8199999999997,3,859.9399999999999,928,False,False,False,8,,0,0,2,-0.9889769310795142,0.568120252660217
C0007,Paul Graves,2022-06-18,2579.8199999999997,3,859.9399999999999,928,False,False,False,8,,0,0,2,-0.9889769310795142,0.568120252660217
C0007,Paul Graves,2022-06-18,2579.8199999999997,3,859.9399999999999,928,False,False,False,8,,0,0,2,-0.9889769310795142,0.568120252660217
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
C0008,David Li,2024-01-13,4271.61,10,427.16099999999994,354,False,True,False,3,New Customers,3,0,4,0.5794908316945534,-1.4555755348766837
